Country,Country_Code,Year,FDI,GDP_Growth,Exports_pct_GDP,Imports_pct_GDP,Trade_Openness,FDI_log,Trade_Openness_log,FDI_log_scaled,GDP_Growth_scaled,Trade_Openness_log_scaled
Singapore,SGP,2013,64389514904.0,4.81763099120676,195.077796338143,171.963983710876,367.041780049019,24.95650051512068,5.908196464466476,1.145936572138831,0.011060734418269914,2.1024193340059973
Singapore,SGP,2014,68698472831.0,3.93554027709007,191.953535787505,168.513783378732,360.46731916623696,25.017128086340186,5.890171634099286,1.1811865384500806,-0.2567936889401095,2.0698518825492034
Singapore,SGP,2015,69774553125.0,2.97679931634806,178.384608499682,151.08679044058,329.471398940262,25.03171197357956,5.800520116788384,1.189665874229734,-0.5479236181864092,1.9078685862533722
Singapore,SGP,2016,65133174223.0,3.74757848792792,164.550664245506,138.288991801068,302.839656046574,24.96722982135077,5.716500115041791,1.1521747848124746,-0.31386990099371104,1.7560603710003366
Singapore,SGP,2017,101970000000.0,4.47689915845876,171.741625509838,145.05278377773,316.794409287568,25.39160193329777,5.76140466202707,1.3989124051503443,-0.0924054138133798,1.8371943747241313
Singapore,SGP,2018,83413645041.0,3.4519759658687,178.198251436118,148.398335850632,326.59658728675004,25.20019348055518,5.791782934607041,1.2876240692472558,-0.4036321463300571,1.8920821543833672
Singapore,SGP,2019,106573000000.0,1.30804118153127,176.891299992751,147.50368512255,324.394985115301,25.43390673011302,5.785039783219656,1.423509179069303,-1.0546563620783551,1.8798985581441356
Singapore,SGP,2020,79753262990.0,-3.81470885510713,181.782024531778,150.258780950135,332.040805481913,25.157690622480334,5.8082650214578795,1.2629121389301785,-2.610223420107012,1.921862160768249
Singapore,SGP,2021,145405000000.0,9.7568044629903,182.710806574886,146.450577108876,329.161383683762,25.733603455328314,5.799581576384666,1.5977582749003443,1.510883191427574,1.9061728216655425
Singapore,SGP,2022,149724000000.0,4.10800021897151,186.114290787201,146.235276967639,332.34956775484,25.761998382165714,5.809191692392582,1.614267598864599,-0.20442474598923543,1.9235364794756955
Singapore,SGP,2023,132496000000.0,1.82140694115385,181.561322405378,144.131901648402,325.69322405378,25.6435850653102,5.789021577815811,1.545419955028634,-0.8987684388579639,1.8870929061396244
Singapore,SGP,2024,151941000000.0,4.38802362461865,178.776286814392,143.595141120325,322.37142793471696,25.7762666076246,5.778801594244077,1.6225634031765683,-0.11939323319117427,1.8686273332559238
Thailand,THA,2000,3365987583.0,4.45524704335014,64.840250738685,56.457704612787,121.297955351472,22.79219517741724,4.806460324249793,-0.11242969104339325,-0.0989802645788323,0.11179098778788689
Thailand,THA,2001,5067170388.0,3.44424900968372,63.250689756653,57.01727651688,120.267966273533,22.986852862303824,4.798002694292514,0.0007478071881412614,-0.40597850295769244,0.09650965379128025
Thailand,THA,2002,3341612007.0,6.14903605210036,60.6457526009701,54.3239904200966,114.9697430210667,22.789111281028248,4.753329321057445,-0.11422272417391105,0.4153533192225429,0.01579333720987245
Thailand,THA,2003,5232270340.0,7.18924330340971,61.522551633189,55.1702680716755,116.6928197048645,23.003873754082406,4.76807800734897,0.01064406147829183,0.7312211874742569,0.042441417389591146
Thailand,THA,2004,5860255943.0,6.28934214285795,65.9718573391185,61.4400163812742,127.41187372039268,23.06609143360367,4.855242861438248,0.046818545512101864,0.4579584690468172,0.1999317846475417
Thailand,THA,2005,8215637195.0,4.18763842884337,68.402716900887,69.4511499313604,137.8538668322474,23.2700506349504,4.933422062354931,0.16540411362452692,-0.180241919391994,0.3411867800576243
Thailand,THA,2006,8917470351.0,4.96781089246107,68.6753420333013,65.4116041579669,134.08694619126825,23.323569391844238,4.905918616991146,0.19652088672924836,0.05666415162550552,0.29149326818912535
