Country,Country_Code,Year,FDI,GDP_Growth,Exports_pct_GDP,Imports_pct_GDP,Trade_Openness
Philippines,PHL,2008,1340027563.0,4.34448730509183,33.3568332437392,34.3242375293009,67.6810707730401
Philippines,PHL,2009,2064620678.0,1.44832306275669,30.2195255995892,30.6670651873867,60.8865907869759
Philippines,PHL,2010,1070386940.0,7.33449996034538,32.8748297195678,33.2294487942119,66.10427851377969
Philippines,PHL,2011,2007150725.0,3.85823282795663,29.1054288781405,31.690407821767,60.7958366999075
Philippines,PHL,2012,3215415155.0,6.89695171050985,27.4670738577233,30.3749316555848,57.842005513308095
Philippines,PHL,2013,3737371740.0,6.75053130142255,26.1774198090007,29.6473614230291,55.8247812320298
Philippines,PHL,2014,5739574024.0,6.34798748260867,27.3545041909285,30.113667896666,57.468172087594496
Philippines,PHL,2015,5639155962.0,6.34830971672761,27.2080572390451,31.9335348662643,59.1415921053094
Philippines,PHL,2016,8279548275.0,7.14945675000752,26.6730033435157,35.1030624218713,61.776065765387
Philippines,PHL,2017,10256442399.0,6.9309883258402,29.5522908546692,38.6160788880035,68.1683697426727
Philippines,PHL,2018,9948598824.0,6.34148557153473,30.2136053733275,41.9497929256998,72.1633982990273
Philippines,PHL,2019,8671365874.0,6.11852566221303,28.3829200126393,40.4589222469285,68.8418422595678
Philippines,PHL,2020,6822133291.0,-9.51829474045297,25.2028393102032,32.966720992025,58.169560302228206
Philippines,PHL,2021,11983363327.0,5.71473313185116,25.7520349160187,37.7325748976525,63.4846098136712
Philippines,PHL,2022,9492234668.0,7.58098212785563,28.3874015457939,44.042282064966,72.4296836107599
Philippines,PHL,2023,8925128472.0,5.51894967862863,26.6368493470555,40.7831199703412,67.41996931739669
Philippines,PHL,2024,8929837510.0,5.69201612823412,25.7734411549927,40.1120313737041,65.8854725286968
Singapore,SGP,2000,15515295182.0,9.03831632555163,188.350890284751,176.013630183467,364.36452046821796
Singapore,SGP,2001,17006818857.0,-1.07086275100448,182.894180709771,166.397924985207,349.292105694978
Singapore,SGP,2002,6157194144.0,3.92336076702013,184.086118066532,165.659895919145,349.746013985677
Singapore,SGP,2003,17051420153.0,4.54825542643229,202.586206389804,174.632357911778,377.218564301582
Singapore,SGP,2004,24390254966.0,9.93998268434957,213.951695442646,187.572017095863,401.523712538509
Singapore,SGP,2005,19316058814.0,7.36632239250758,225.159667736916,195.270845183643,420.43051292055895
Singapore,SGP,2006,39129332047.0,9.00676607871758,228.037617061062,197.325782481957,425.363399543019
Singapore,SGP,2007,47337947783.0,9.02151951268893,212.779393731371,181.509078187707,394.288471919078
Singapore,SGP,2008,13598298537.0,1.86348345462035,228.993770935119,208.332943955938,437.326714891057
Singapore,SGP,2009,23436064060.0,0.127953382778088,190.844935011128,167.347876817714,358.19281182884197
Singapore,SGP,2010,55322434162.0,14.5197497108994,197.998960793027,171.686594994619,369.685555787646
Singapore,SGP,2011,49155657316.0,6.21493416858989,203.327708649538,175.770922728001,379.09863137753905
Singapore,SGP,2012,55310807548.0,4.43549759378537,196.719612875759,172.493352911906,369.212965787665
Singapore,SGP,2013,64389514904.0,4.81763099120676,195.077796338143,171.963983710876,367.041780049019
Singapore,SGP,2014,68698472831.0,3.93554027709007,191.953535787505,168.513783378732,360.46731916623696
Singapore,SGP,2015,69774553125.0,2.97679931634806,178.384608499682,151.08679044058,329.471398940262
Singapore,SGP,2016,65133174223.0,3.74757848792792,164.550664245506,138.288991801068,302.83965604657396
Singapore,SGP,2017,101970000000.0,4.47689915845876,171.741625509838,145.05278377773,316.794409287568
Singapore,SGP,2018,83413645041.0,3.4519759658687,178.198251436118,148.398335850632,326.59658728675004
Singapore,SGP,2019,106573000000.0,1.30804118153127,176.891299992751,147.50368512255,324.394985115301
Singapore,SGP,2020,79753262990.0,-3.81470885510713,181.782024531778,150.258780950135,332.040805481913
Singapore,SGP,2021,145405000000.0,9.7568044629903,182.710806574886,146.450577108876,329.161383683762
Singapore,SGP,2022,149724000000.0,4.10800021897151,186.114290787201,146.235276967639,332.34956775484
Singapore,SGP,2023,132496000000.0,1.82140694115385,181.561322405378,144.131901648402,325.69322405378
Singapore,SGP,2024,151941000000.0,4.38802362461865,178.776286814392,143.595141120325,322.37142793471696
Thailand,THA,2000,3365987583.0,4.45524704335014,64.840250738685,56.457704612787,121.297955351472
Thailand,THA,2001,5067170388.0,3.44424900968372,63.250689756653,57.01727651688,120.267966273533
Thailand,THA,2002,3341612007.0,6.14903605210036,60.6457526009701,54.3239904200966,114.9697430210667
Thailand,THA,2003,5232270340.0,7.18924330340971,61.522551633189,55.1702680716755,116.6928197048645
Thailand,THA,2004,5860255943.0,6.28934214285795,65.9718573391185,61.4400163812742,127.41187372039269
Thailand,THA,2005,8215637195.0,4.18763842884337,68.402716900887,69.4511499313604,137.8538668322474
Thailand,THA,2006,8917470351.0,4.96781089246107,68.6753420333013,65.4116041579669,134.08694619126823
Thailand,THA,2007,8633903441.0,5.43515169050809,68.8722751702483,61.0009518194692,129.8732269897175
Thailand,THA,2008,8561557725.0,1.72569884866334,71.4164181071068,69.0205934338244,140.4370115409312
Thailand,THA,2009,6411458545.0,-0.690618232300579,64.4386124917652,54.8308063628242,119.26941885458939
Thailand,THA,2010,14746672920.0,7.51339053261624,66.4861731592239,60.7643494790272,127.2505226382511
Thailand,THA,2011,2473685996.0,0.840132083053334,70.8549093801611,68.8204978444147,139.6754072245758
Thailand,THA,2012,12899036063.0,7.24279620249642,68.9512356297981,68.7237028804414,137.67493851023949
Thailand,THA,2013,15935960665.0,2.68749556320556,67.1711410731483,65.2911331011204,132.4622741742687
Thailand,THA,2014,4975455660.0,0.984468863619426,68.3941351612178,62.5113602831802,130.905495444398
Thailand,THA,2015,8927579182.0,3.13404724911635,67.6366902705865,57.2029718819397,124.8396621525262
Thailand,THA,2016,3486184390.0,3.43515771692182,67.0708839693011,53.5043433198287,120.5752272891298
Thailand,THA,2017,8285169820.0,4.1776810321001,66.6728324663767,54.2185949672612,120.8914274336379
Thailand,THA,2018,13747219811.0,4.22287028746071,64.838096899332,56.0037678316517,120.8418647309837
Thailand,THA,2019,5534140215.0,2.11455779628278,59.5188906218859,50.1706240932801,109.689514715166
Thailand,THA,2020,-4293910677.0,-6.05003846851622,51.4944266088919,46.3063166376258,97.8007432465177
Thailand,THA,2021,15389597696.0,1.55216608426647,58.5593891849287,58.6935554359232,117.2529446208519
Thailand,THA,2022,11854822038.0,2.58037874709827,65.3727641914083,67.485947891463,132.8587120828713
Thailand,THA,2023,6516045720.0,2.01775095328327,65.4445629404008,63.3795512119745,128.8241141523753
Thailand,THA,2024,10099247879.0,2.52596175771495,70.0638885497948,66.7108565429759,136.7747450927707
Viet Nam,VNM,2000,1298000000.0,6.78731640463151,53.9214970089166,57.4955974105958,111.41709441951241
Viet Nam,VNM,2001,1300000000.0,6.19289331233377,55.0619332820827,56.8940047164421,111.9559379985248
Viet Nam,VNM,2002,1400000000.0,6.32082099160833,54.7391336880928,61.9577349644058,116.69686865249861
Viet Nam,VNM,2003,1450000000.0,6.89906349055258,56.6732579147533,67.6546965243715,124.3279544391248
Viet Nam,VNM,2004,1610000000.0,7.53641060890386,59.7310414143857,73.2854564543616,133.0164978687473
Viet Nam,VNM,2005,1954000000.0,7.54724772895918,63.6994926701393,67.0153533748869,130.7148460450262
Viet Nam,VNM,2006,2400000000.0,6.97795481056711,67.7168143260187,70.5968075435795,138.3136218695982
Viet Nam,VNM,2007,6700000000.0,7.12950448605439,70.517874602272,84.0875093942823,154.6053839965543
Viet Nam,VNM,2008,9579000000.0,5.66177120891362,70.3366919402715,83.9807876874868,154.3174796277583
Viet Nam,VNM,2009,7600000000.0,5.39789754014181,62.6088840664865,72.0974336552711,134.7063177217576
Viet Nam,VNM,2010,8000000000.0,6.42324482239482,54.1758459668515,59.8018415728627,113.9776875397142
Viet Nam,VNM,2011,7430000000.0,6.41316889681683,61.1801557211956,64.0804222196337,125.26057794082931
Viet Nam,VNM,2012,8368000000.0,5.5045447041189,63.4739249038633,59.7501918421214,123.2241167459847
Viet Nam,VNM,2013,8900000000.0,5.55351081026072,66.8004459919109,64.0459088748316,130.8463548667425
Viet Nam,VNM,2014,9200000000.0,6.42224312118567,69.5985759502054,65.8119455041556,135.410521454361
Viet Nam,VNM,2015,11800000000.0,6.98715430598611,72.9228518369495,71.9913763582877,144.9142281952372
Viet Nam,VNM,2016,12600000000.0,6.69000892660424,74.1072862556183,71.3022217174998,145.4095079731181
Viet Nam,VNM,2017,14100000000.0,6.94019037359206,81.7625218355655,79.2175618233041,160.9800836588696
Viet Nam,VNM,2018,15500000000.0,7.46500685572751,84.4234560833365,80.2404806925565,164.663936775893
Viet Nam,VNM,2019,16120000000.0,7.35926270105006,85.1575874073411,79.5466276240668,164.7042150314079
Viet Nam,VNM,2020,15800000000.0,2.86541320912272,84.381598008957,78.8642648059779,163.2458628149349
Viet Nam,VNM,2021,15660000000.0,2.55372852648131,93.8502071275575,92.8256257092568,186.6758328368143
Viet Nam,VNM,2022,17900000000.0,8.53750046755788,93.420129043511,89.7334901043249,183.1536191478359
Viet Nam,VNM,2023,18500000000.0,5.06502391455075,86.4674192371297,78.3506520327642,164.8180712698939
Viet Nam,VNM,2024,20170000000.0,7.09118746633975,86.4674192371297,78.3506520327642,164.8180712698939
